,Frequency,MCT Signal (mV)
0,0.07907411692386308,0.7678255960251334
1,0.5555665545626794,0.9089028029485662
2,1.2154101318416883,1.0499800098719991
3,1.493272168203631,1.1910572167954319
4,1.3474103509297297,1.3321344237188648
5,0.9701543548487497,1.4732116306422975
6,0.6021919302787426,1.6142888375657305
7,0.35142301764370254,1.7553660444891632
8,0.17610530422485857,1.896443251412596
9,0.11073526732564865,2.037520458336029
10,0.060802010224325055,2.1785976652594616
11,0.05261106584177349,2.319674872182895
12,0.026620569243292574,2.460752079106327
13,0.015436779797885585,2.6018292860297603
14,0.007718389898942817,2.7429064929531934
15,0.006143208286913671,2.8839836998766257
16,0.00409547219127578,3.025060906800059
17,0.004883062997290353,3.166138113723491
18,0.005355617480899081,3.3072153206469244
19,0.0033078813852612074,3.4482925275703575
